RULES,,,,
,,,,
BARREL,,,,
,,,,
TEMPLATE ID ,LAYER,LADDER,MODULE,
1209,1,1-12,1-8,
1319,2,1-28,1-4,
1419,2,1-28,5-8,
1529,3,1-44,1-4,
1629,3,1-44,5-8,
539,4,1-64,1-4,
339,4,1-64,5-8,
,,,,
ENDCAP,,,,
,,,,
TEMPLATE ID ,DISK,BLADE,SIDE,PANEL
1749,1-3,23-56,1-2,1
1853,1-3,1-22,1-2,1
1869,1-3,1-22,1-2,2
1773,1-3,23-56,1-2,2
,,,,
EXCEPTIONS,,,,
,,,,
BARREL,,,,
,,,,
TEMPLATE ID ,LAYER,LADDER,MODULE,
,,,,
ENDCAP,,,,
,,,,
TEMPLATE ID ,DISK,BLADE,SIDE,PANEL
,,,,
