RULES,,,,
,,,,
BARREL,,,,
,,,,
TEMPLATE ID ,LAYER,LADDER,MODULE,
1202,1,1-12,1-8,
1312,2,1-28,1-4,
1412,2,1-28,5-8,
1522,3,1-44,1-4,
1622,3,1-44,5-8,
532,4,1-64,1-4,
332,4,1-64,5-8,
,,,,
ENDCAP,,,,
,,,,
TEMPLATE ID ,DISK,BLADE,SIDE,PANEL
1742,1-3,23-56,1-2,1
1852,1-3,1-22,1-2,1
1862,1-3,1-22,1-2,2
1772,1-3,23-56,1-2,2
,,,,
EXCEPTIONS,,,,
,,,,
BARREL,,,,
,,,,
TEMPLATE ID ,LAYER,LADDER,MODULE,
,,,,
ENDCAP,,,,
,,,,
TEMPLATE ID ,LAYER,LADDER,MODULE,
